id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,80,377093,0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1971-11-05,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4
5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,79,482830,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1971-11-08,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,4
7pKfPomDEeI4TPT6EOYjn9,Imagine - Remastered 2010,79,187867,0,['John Lennon'],['4x1nvY2FN8jxqAFA0DA02H'],1971-09-09,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,4
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,79,125093,0,['Bill Withers'],['1ThoqLcyIYvZn7iWbj8fsj'],1971-05-01,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,4
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,78,300400,0,['The Who'],['67ea9eGLXYMsO2eYQRui3w'],1971-08-14,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4
1fDsrQ23eTAVFElUMaf38X,American Pie,76,516893,0,['Don McLean'],['1gRNBaI4yn6wCCTvRhGWh8'],1971,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,4
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,74,434720,0,['The Doors'],['22WZ7M8sxp5THdruNY3gXt'],1971-04-19,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,4
6rovOdp3HgK1DeAMYDzoA7,Maggie May,74,350267,0,['Rod Stewart'],['2y8Jo9CKhJvtfeKOsYzRdT'],1971-05-18,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,4
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,73,271333,0,['Janis Joplin'],['4NgfOZCL9Ml67xzM0xzIvC'],1971-01-11,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,4
3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,73,295387,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1971-11-08,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,4
3Um9toULmYFGCpvaIPFw7l,What's Going On,72,233000,0,['Marvin Gaye'],['3koiLjNrgRTNbOwViDipeA'],1971-05-21,0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96,4
52dm9op3rbfAkc1LGXgipW,Wild Horses - 2009 Mix,72,341773,0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1971-04-23,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,4
3ZE3wv8V3w2T2f7nOCjV0N,Life on Mars? - 2015 Remaster,72,235987,0,['David Bowie'],['0oSGxfWSnnOXhD2fKuz2Gy'],1971-12-17,0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,4
0cKk8BKEi7zXbdrYdyqBP5,Behind Blue Eyes,72,221427,0,['The Who'],['67ea9eGLXYMsO2eYQRui3w'],1971-08-14,0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,4
0LoQuiekvzqx7n8flgEKzF,Get It On,71,262613,0,['T. Rex'],['3dBVyJ7JuOMt4GE9607Qin'],1971-09-24,0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59,4
0VNzEY1G4GLqcNx5qaaTl6,Vincent,71,243493,0,['Don McLean'],['1gRNBaI4yn6wCCTvRhGWh8'],1971,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33e-06,0.34,0.458,91.509,3
1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads",71,190160,0,['John Denver'],['7EK1bQADBoqbYXnT4Cqv9w'],1971,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,4
61UuPxxYUvacEH6SHIK3sU,Brown Sugar - 2009 Mix,71,228667,0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1971-04-23,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,4
3BqqF8suAIzW8655yJfcvh,Morning Has Broken,70,200000,0,['Yusuf / Cat Stevens'],['08F3Y3SctIlsOEmKd6dnH8'],1971-01-01,0.424,0.321,7,-13.162,1,0.0312,0.622,0.0196,0.0903,0.405,133.126,3
4OTw5splgMdlYklwHMHxLK,Long Cool Woman (In a Black Dress) - 1999 Remaster,70,199200,0,['The Hollies'],['6waa8mKu91GjzD4NlONlNJ'],1971-10-01,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,4
12q3V8ShACq2PSWINMc2rC,It's Too Late,70,233173,0,['Carole King'],['319yZVtYM9MBGqmSQnMyY6'],1971,0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,4
10vkYRKw6Jjr7try1ir50G,Tired of Being Alone,69,172320,0,['Al Green'],['3dkbV4qihUeMsqN4vBGg93'],1971-08-14,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,4
7shVwhUdVbHpykOfbzvDc1,A Case of You,69,263480,0,['Joni Mitchell'],['5hW4L92KnC6dX9t7tYM4Ve'],1971-06-22,0.693,0.201,1,-9.903,1,0.0288,0.9,0.0,0.112,0.679,100.836,4
4PRGxHpCpF2yoOHYKQIEwD,Rock and Roll - Remaster,69,220561,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1971-11-08,0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,4
1qhp5owrFGeZ5Jgin28nwR,You've Got a Friend,68,308973,0,['Carole King'],['319yZVtYM9MBGqmSQnMyY6'],1971,0.473,0.263,8,-10.684,1,0.0336,0.88,4.41e-05,0.123,0.461,169.094,4
51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,68,478173,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1971-11-08,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204,4
70gbuMqwNBE2Y5rkQJE9By,Going to California - Remaster,68,212161,0,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1971-11-08,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,4
6MrILERJLA3Jcq0E9poZsp,Without You,68,201000,0,['Harry Nilsson'],['3RTzAwFprBqiskp550eSJX'],1971,0.392,0.185,4,-15.472,1,0.0285,0.612,2.89e-06,0.0695,0.145,64.933,4
1ppuHX1oVMku5LTL0swNZP,Peace Train,68,251333,0,['Yusuf / Cat Stevens'],['08F3Y3SctIlsOEmKd6dnH8'],1971-01-01,0.61,0.582,0,-10.422,1,0.044,0.119,3.76e-05,0.12,0.781,82.492,4
0LrwgdLsFaWh9VXIjBRe8t,Changes - 2015 Remaster,68,217747,0,['David Bowie'],['0oSGxfWSnnOXhD2fKuz2Gy'],1971-12-17,0.547,0.308,0,-11.75,1,0.0377,0.505,0.0,0.109,0.41,114.719,4
6DmfWj5kOa1fX8AwN9byOn,L.A. Woman,67,471160,0,['The Doors'],['22WZ7M8sxp5THdruNY3gXt'],1971-04-19,0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633,4
1rHMg7t3LICgfTl2OsDn46,The Wind,67,102200,0,['Yusuf / Cat Stevens'],['08F3Y3SctIlsOEmKd6dnH8'],1971-01-01,0.758,0.187,2,-18.963,1,0.0437,0.927,0.1,0.122,0.78,115.75,4
3MFFDRC4wTN9JNGtzXsZlN,Love Her Madly,67,198467,0,['The Doors'],['22WZ7M8sxp5THdruNY3gXt'],1971-04-19,0.565,0.587,4,-7.393,0,0.0317,0.0573,0.00493,0.0416,0.966,147.462,4
3D9iV6cYkYJRAPFO6DRKIE,Jealous Guy - Remastered 2010,67,257787,0,['John Lennon'],['4x1nvY2FN8jxqAFA0DA02H'],1971-09-09,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,4
1BWsOxeMx83OrKGCV4gxly,I Feel the Earth Move,67,178560,0,['Carole King'],['319yZVtYM9MBGqmSQnMyY6'],1971,0.711,0.576,7,-8.784,0,0.0305,0.648,0.00226,0.0528,0.644,120.117,4
0ju1jP0cSPJ8tmojYBEI89,Danny's Song,67,254305,0,['Loggins & Messina'],['7emRV8AluG3d4e5T0DZiK9'],1971,0.505,0.258,11,-12.193,0,0.0297,0.805,0.0,0.12,0.641,141.003,4
3IDc87lrpEHWFBASmgTgFV,Mercy Mercy Me (The Ecology),67,193573,0,['Marvin Gaye'],['3koiLjNrgRTNbOwViDipeA'],1971-05-21,0.498,0.634,6,-12.16,0,0.0475,0.328,0.748,0.0962,0.515,93.161,4
69l8nFPu0LWmnoJX7YSVYc,You've Got a Friend,66,268707,0,['James Taylor'],['0vn7UBvSQECKJm2817Yf1P'],1971,0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,4
39Bd345OWEhRNyfayhp9gv,Just My Imagination (Running Away With Me),66,228160,0,['The Temptations'],['3RwQ26hR2tJtA8F9p2n7jG'],1971-01-01,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,4
0YveezON7jpiaHA8fnUHxN,Roundabout - 2003 Remaster,66,510573,0,['Yes'],['7AC976RDJzL2asmZuz7qil'],1971-11-26,0.41,0.761,4,-9.453,0,0.0687,0.0682,0.0077,0.0758,0.391,132.889,4
1hIQPCM3oWXrpnXmgTDaKG,Can't You Hear Me Knocking - 2009 Mix,66,436000,0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1971-04-23,0.545,0.757,0,-5.228,1,0.0396,0.408,0.045,0.16,0.714,152.217,4
2liDEMyPVzDDLXKUnyiznA,Can You Get to That,66,171560,0,['Funkadelic'],['450o9jw6AtiQlQkHCdH6Ru'],1971-07-12,0.689,0.83,8,-8.774,1,0.0954,0.539,0.0,0.0882,0.815,140.732,4
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82,281613,0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1972-05-19,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4
4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,79,211578,0,['Eagles'],['0ECwFtbIWEVNwjlrfc6xoL'],1972,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4
54eZmuggBFJbV7k248bTTt,A Horse with No Name,78,252240,0,"['America', 'George Martin']","['35U9lQaRWSQISxQAB94Meo', '0tcbedGX7n5UHrMhVsGmIU']",1972,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4
7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,77,227267,0,['The Doobie Brothers'],['39T6qqI0jDtSWWioX8eGJz'],1972,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,4
2DnJjbjNTV9Nd5NOa1KGba,You're so Vain,77,258411,0,['Carly Simon'],['4FtSnMlCVxCswABUmdhwpm'],1972,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,4
5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,76,254173,0,['Lou Reed'],['42TFhl7WlMRXiNqzSrnzPL'],1972-12-01,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,4
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,76,199396,0,['Al Green'],['3dkbV4qihUeMsqN4vBGg93'],1972,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985,4
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),76,186827,0,['Looking Glass'],['5jJN1nmKXzRjodMl1THQeI'],1972,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,4
5MMnwYs0hIxkENRsbkWJ2G,Smoke On The Water - Remastered 2012,75,340742,0,['Deep Purple'],['568ZhdwyaiCyOGJRtNYhWf'],1972-03-25,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,4
1Q1b8eVkUPGlpSArl8JAVw,Heart of Gold - 2009 Remaster,75,187013,0,['Neil Young'],['6v8FB84lnmJs434UJf2Mrm'],1972-02-14,0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,4
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,74,254293,0,['David Bowie'],['0oSGxfWSnnOXhD2fKuz2Gy'],1972-06-06,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,4
6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,73,164813,0,['Paul Simon'],['2CvCyf1gEVhI0mX6aFXmVI'],1972-01-14,0.626,0.816,9,-10.593,1,0.13,0.237,1.8e-06,0.104,0.798,105.33,4
3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,73,208947,0,['Stealers Wheel'],['7bPU7cvfoD20ixGD9Qnqki'],1972-01-01,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,4
1I7zHEdDx8Ny5RxzYPqsU2,Reelin' In The Years,73,277267,0,['Steely Dan'],['6P7H3ai06vU1sGvdpBwDmE'],1972-01-01,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,4
3M8FzayQWtkvOhqMn2V4T2,Lean on Me,73,258835,0,['Bill Withers'],['1ThoqLcyIYvZn7iWbj8fsj'],1972-05-01,0.619,0.22,0,-13.843,1,0.0667,0.782,1.19e-05,0.124,0.423,75.16,4
0n2pjCIMKwHSXoYfEbYMfX,You Are The Sunshine Of My Life,73,178200,0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1972-10-28,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,4
2BstRQGodshjGpeDGQiNgo,Do It Again,72,356733,0,['Steely Dan'],['6P7H3ai06vU1sGvdpBwDmE'],1972-01-01,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,4
0s1aSsYlLIEiy16LjFWbdp,Dirty Work,71,188693,0,['Steely Dan'],['6P7H3ai06vU1sGvdpBwDmE'],1972-01-01,0.631,0.354,1,-11.112,1,0.0313,0.795,0.000107,0.0879,0.522,73.007,4
4IU1RL4BKvFyXtbTwaHAvW,Ventura Highway,70,211387,0,"['America', 'George Martin']","['35U9lQaRWSQISxQAB94Meo', '0tcbedGX7n5UHrMhVsGmIU']",1972-01-01,0.673,0.581,2,-10.205,1,0.029,0.223,0.000206,0.063,0.818,130.771,4
4TOMI010Sd4ZAX4aZ5TS85,Perfect Day,70,225000,0,['Lou Reed'],['42TFhl7WlMRXiNqzSrnzPL'],1972-12-01,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,3
52VIdyKqp1pJRSyUQaxKUA,Everything I Own,70,187000,0,['Bread'],['70ZTdbPEcEugBNay4MvxfL'],1972,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,0.446,79.241,4
28285KFbyCq8sJofn58qlD,Love Train,70,178400,0,"[""The O'Jays""]",['38h03gA85YYPeDPd9ER9rT'],1972-01-01,0.744,0.568,0,-9.629,1,0.0494,0.186,1.18e-05,0.163,0.687,122.657,4
16qzGrIMWoxerw2gnW0zuv,Pink Moon,70,123333,0,['Nick Drake'],['5c3GLXai8YOMid29ZEuR9y'],1972-02-25,0.638,0.256,3,-15.68,1,0.0492,0.819,0.0707,0.145,0.438,82.479,4
40h65HAR8COEoqkMwUUQHu,Peaceful Easy Feeling - 2013 Remaster,70,257963,0,['Eagles'],['0ECwFtbIWEVNwjlrfc6xoL'],1972,0.568,0.634,4,-12.336,1,0.0282,0.494,0.00281,0.252,0.866,142.686,4
561F1zqRwGPCTMRsLsXVtL,Time in a Bottle,69,146176,0,['Jim Croce'],['1R6Hx1tJ2VOUyodEpC12xM'],1972-04-01,0.544,0.265,2,-11.952,1,0.035,0.848,0.0,0.196,0.7,133.837,3
6mib3N4E8PZHAGQ3xy7bho,Moonage Daydream - 2012 Remaster,69,279693,0,['David Bowie'],['0oSGxfWSnnOXhD2fKuz2Gy'],1972-06-06,0.56,0.605,11,-11.209,0,0.0348,0.0408,0.000162,0.0585,0.756,144.478,4
16XeptMdlJTWWeIrwEAOvv,Old Man - 2009 Remaster,69,202147,0,['Neil Young'],['6v8FB84lnmJs434UJf2Mrm'],1972-02-14,0.702,0.244,4,-15.286,0,0.0355,0.431,0.00867,0.0963,0.444,141.317,4
5Z8EDau8uNcP1E8JvmfkZe,School's Out,69,210107,0,['Alice Cooper'],['3EhbVgyfGd7HkpsagwL9GS'],1972,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,4
3QcuZo6WLcFkqqLmDs0d95,Doctor My Eyes,69,199907,0,['Jackson Browne'],['5lkiCO9UQ8B23dZ1o0UV4m'],1972,0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,4
0DcrhZ12WcCqruCs8ibXSf,I Can See Clearly Now - Edit,69,164733,0,['Johnny Nash'],['0nAVvgfE9yI4DwvMiYwk8a'],1972,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,4
1Ehdm1PDlKrdfyBsjwEvd1,Top Of The World,68,179173,0,['Carpenters'],['1eEfMU2AhEo7XnKgL7c304'],1972,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301,4
1ne9wOtDF2jM6Cm8WBkaER,Rocky Mountain High,68,283640,0,['John Denver'],['7EK1bQADBoqbYXnT4Cqv9w'],1972-09-15,0.455,0.437,4,-11.411,1,0.0278,0.314,0.0,0.501,0.724,81.396,4
3uMmllZo1AfoEnVT4ENCD3,Highway Star - Remastered 2012,68,366136,0,['Deep Purple'],['568ZhdwyaiCyOGJRtNYhWf'],1972-03-25,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,4
4N0TP4Rmj6QQezWV88ARNJ,Superstition,68,266133,0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1972-10-28,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,4
4lHQCzdK3VdYQvQZnnRouG,Alone Again (Naturally),68,217729,0,"[""Gilbert O'Sullivan""]",['4HVmeVTQBgvTuvjB1JYwaf'],1972-01-01,0.558,0.464,8,-8.488,0,0.0354,0.583,0.000133,0.159,0.559,171.762,4
46MX86XQqYCZRvwPpeq4Gi,Lake Shore Drive,68,235173,0,['Aliotta Haynes Jeremiah'],['4VmWYQQ5M9N9AiAx14v2yg'],1972,0.434,0.885,4,-7.367,1,0.0396,0.204,0.0,0.0811,0.843,93.999,4
4gRA0i5sxx3jAhHaVjPnUN,Use Me,68,228327,0,['Bill Withers'],['1ThoqLcyIYvZn7iWbj8fsj'],1972-05-01,0.759,0.586,11,-13.461,0,0.056,0.0333,0.00312,0.0743,0.948,154.624,4
01UYpHuzHi4eB9PAbDoPY2,Summer Breeze,68,205480,0,['Seals and Crofts'],['6jdObwsrIjSRnBbMw6lPBj'],1972,0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,4
6Ro2z4RtAUew9Kz2HZWZUi,Me and Mrs. Jones,67,284907,0,['Billy Paul'],['187xgSpsFH8mMbAcoCW0zE'],1972-10-25,0.294,0.528,8,-10.01,1,0.0471,0.234,0.0,0.147,0.452,200.813,3
71CXzHYYOyNqgtVFpNdeCS,I'd Love You to Want Me,67,247640,0,['Lobo'],['1sldhz8tzC100cRAdfnMht'],1972,0.431,0.543,10,-9.96,1,0.0394,0.122,0.000123,0.0598,0.44,77.507,4
51ueZKM83MTRv9rgiDfI6Y,Walkin' Back to Georgia,66,170760,0,['Jim Croce'],['1R6Hx1tJ2VOUyodEpC12xM'],1972-04-01,0.661,0.518,6,-10.061,0,0.0319,0.621,1.78e-05,0.0953,0.776,127.266,4
1PC5GV3OaoXx5em8ttQOMI,After Midnight,66,143693,0,['J.J. Cale'],['06nsZ3qSOYZ2hPVIMcr1IN'],1972,0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,4
4Fvnz1ZJ86IdqDAepWYPAh,Volver Volver,66,179397,0,['Vicente Fernández'],['4PPoI9LuYeFX8V674Z1R6l'],1972-08-27,0.355,0.351,9,-9.513,1,0.0455,0.39,0.00257,0.394,0.471,164.933,4
6lUXneXZ9jc3HSMHgd8oqh,How Can You Mend a Broken Heart,66,383503,0,['Al Green'],['3dkbV4qihUeMsqN4vBGg93'],1972,0.458,0.421,4,-6.96,1,0.0403,0.504,2.53e-05,0.0705,0.368,146.598,3
5MxNLUsfh7uzROypsoO5qe,Dream On,79,266960,0,['Aerosmith'],['7Ey4PD4MYsKc5I2dolUwbH'],1973-01-05,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4
7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,78,205933,0,['Redbone'],['0w7HLMvZOHatWVbAKee1zF'],1973-11-01,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,4
1bp2IO61zbQrbWNmKKxg3f,The Joker,77,264504,0,['Steve Miller Band'],['6QtGlUje9TIkLrgPZrESuk'],1973-01-01,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,77,339000,0,['Billy Joel'],['6zFYqv1mOsgBRQbae3JJ9e'],1973-11-07,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3
70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,77,230480,0,['ZZ Top'],['2AM4ilv6UzW0uMRuqKtDgN'],1973-07-26,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4
6Ac4NVYYl2U73QiTt11ZKd,Hooked on a Feeling,77,172867,0,"['Blue Swede', 'Björn Skifs']","['0UpuH5U4nZ3UGGUJi0Zfbp', '1Ek3VdZ8EPmcvgRIqnHlrF']",1973,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,4
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,75,322549,0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1973-10-05,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,4
1GcVa4jFySlun4jLSuMhiq,Angie,75,272000,0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1973-08-31,0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,4
5EWPGh7jbTNO2wakv8LjUI,Free Bird,74,547107,0,['Lynyrd Skynyrd'],['4MVyzYMgTwdP7Z49wAZHx0'],1973-01-01,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4
3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly With His Song,74,286920,0,['Roberta Flack'],['0W498bDDNlJIrYMKXdpLHA'],1973-01-01,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,4
6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door,74,149880,0,['Bob Dylan'],['74ASZWbe4lXaubB36ztrGX'],1973-07-13,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4
4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,74,192827,0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1973-10-05,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4
0vFOzaXqZHahrZp6enQwQb,Money,73,382834,0,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],1973-03-01,0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193,1
4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',73,207267,0,['The Doobie Brothers'],['39T6qqI0jDtSWWioX8eGJz'],1973,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,73,235440,0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1973-01-22,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,4
1H4idkmruFoJBg1DvUv2tY,Band On The Run - Remastered 2010,73,313027,0,['Wings'],['3sFhA6G1N0gG1pszb6kk1m'],1973-12-05,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,4
1ju7EsSGvRybSNEsRvc7qY,Simple Man,73,356627,0,['Lynyrd Skynyrd'],['4MVyzYMgTwdP7Z49wAZHx0'],1973-01-01,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.403,120.471,4
7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,73,279333,0,['Gladys Knight & The Pips'],['0TF2NxkJZPQoX1H53rEFM1'],1973,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4
0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,72,181133,0,['King Harvest'],['5FHwr1FymaS5kutIEK6e2y'],1973-01-01,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,4
4lJ6YVXQ0jUk5ILu0PSrA4,Ooh La La,71,214080,0,['Faces'],['3v4feUQnU3VEUqFrjmtekL'],1973,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,4
4fUU9WKxEgJXyrZJsUA2iP,Can't You See,71,365093,0,['The Marshall Tucker Band'],['59QxeZBL6k9L4oJBGSyukd'],1973,0.406,0.713,7,-5.49,1,0.0348,0.276,0.00354,0.112,0.577,164.444,4
2TjnCxxQRYn56Ye8gkUKiW,Desperado - 2013 Remaster,71,213713,0,['Eagles'],['0ECwFtbIWEVNwjlrfc6xoL'],1973,0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3,4
3TO7bbrUKrOSPGRTB5MeCz,Time,71,413947,0,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],1973-03-01,0.358,0.48,9,-11.79,1,0.0849,0.521,0.00428,0.178,0.356,120.317,4
39l1UORIhuHvUWfxG53tRZ,Let's Get It On,70,290933,0,['Marvin Gaye'],['3koiLjNrgRTNbOwViDipeA'],1973-08-28,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7,4
0x2wtJbtJrox3SDmnMj97x,Gimme Three Steps,70,267173,0,['Lynyrd Skynyrd'],['4MVyzYMgTwdP7Z49wAZHx0'],1973-01-01,0.554,0.74,9,-7.706,1,0.0803,0.698,6.9e-05,0.225,0.804,133.363,4
